#conflict,#confvar,#multiconf,#fold,#multifold
2269000,-0.15641,-0.23611,-0.30637,-0.43135
2270000,-0.15641,-0.23611,-0.30637,-0.43135
2271000,-0.15641,-0.23611,-0.30637,-0.43135
2272000,-0.15641,-0.23611,-0.30637,-0.43135
2273000,-0.15641,-0.23611,-0.30637,-0.43135
2274000,-0.15641,-0.23611,-0.30637,-0.43135
2275000,-0.15641,-0.23611,-0.30637,-0.43135
2276000,-0.15641,-0.23611,-0.30637,-0.43135
2277000,-0.15641,-0.23611,-0.30637,-0.43135
2278000,-0.15641,-0.23611,-0.30637,-0.43135
2279000,-0.15641,-0.23611,-0.30637,-0.43135
2280000,-0.15641,-0.23611,-0.30637,-0.43135
2281000,-0.15641,-0.23611,-0.30637,-0.43135
2282000,-0.15641,-0.23611,-0.30637,-0.43135
2283000,-0.15641,-0.23611,-0.30637,-0.43135
2284000,-0.15641,-0.23611,-0.30637,-0.43135
2285000,-0.15641,-0.23611,-0.30637,-0.43135
2286000,-0.15641,-0.23611,-0.30637,-0.43135
2287000,-0.15641,-0.23611,-0.30637,-0.43135
2288000,-0.15641,-0.23611,-0.30637,-0.43135
2289000,-0.15641,-0.23611,-0.30637,-0.43135
2290000,-0.15641,-0.23611,-0.30637,-0.43135
2291000,-0.15641,-0.23611,-0.30637,-0.43135
2292000,-0.15641,-0.23611,-0.30637,-0.43135
2293000,-0.15641,-0.23611,-0.30637,-0.43135
2294000,-0.15641,-0.23611,-0.30637,-0.43131
2295000,-0.15641,-0.23611,-0.30637,-0.43127
2296000,-0.15641,-0.23611,-0.30637,-0.43127
2297000,-0.15641,-0.23611,-0.30637,-0.43127
2298000,-0.15641,-0.23611,-0.30637,-0.43127
2299000,-0.15641,-0.23611,-0.30637,-0.43127
2300000,-0.15641,-0.23611,-0.30637,-0.43127
2301000,-0.15641,-0.23611,-0.30637,-0.43127
2302000,-0.15641,-0.23611,-0.30637,-0.43127
2303000,-0.15641,-0.23611,-0.30637,-0.43127
2304000,-0.15641,-0.23611,-0.30637,-0.43127
2305000,-0.15641,-0.23611,-0.30637,-0.43127
2306000,-0.15641,-0.23611,-0.30637,-0.43127
2307000,-0.15641,-0.23611,-0.30637,-0.43127
2308000,-0.15641,-0.23611,-0.30637,-0.43127
2309000,-0.15641,-0.23611,-0.30637,-0.43127
2310000,-0.15641,-0.23611,-0.30637,-0.43127
2311000,-0.15641,-0.23611,-0.30637,-0.43127
2312000,-0.15641,-0.23611,-0.30637,-0.43127
2313000,-0.15641,-0.23611,-0.30637,-0.43127
2314000,-0.15641,-0.23611,-0.30637,-0.43127
2315000,-0.15641,-0.23611,-0.30637,-0.43127
2316000,-0.15641,-0.23611,-0.30637,-0.43127
2317000,-0.15641,-0.23611,-0.30637,-0.43127
2318000,-0.15641,-0.23611,-0.30637,-0.43127
2319000,-0.15641,-0.23611,-0.30637,-0.43127
2320000,-0.15641,-0.23611,-0.30637,-0.43127
2321000,-0.15641,-0.23611,-0.30637,-0.43127
2322000,-0.15641,-0.23611,-0.30637,-0.43127
2323000,-0.15641,-0.23611,-0.30637,-0.43127
2324000,-0.15641,-0.23611,-0.30637,-0.43127
2325000,-0.15641,-0.23611,-0.30637,-0.43127
2326000,-0.15641,-0.23611,-0.30637,-0.43127
2327000,-0.15641,-0.23611,-0.30637,-0.43127
2328000,-0.15641,-0.23611,-0.30634,-0.43127
2329000,-0.15641,-0.23611,-0.30634,-0.43127
2330000,-0.15641,-0.23611,-0.30634,-0.43127
2331000,-0.15641,-0.23611,-0.30634,-0.43127
2332000,-0.15641,-0.23611,-0.30634,-0.43127
2333000,-0.15641,-0.23611,-0.30634,-0.43127
2334000,-0.15641,-0.23611,-0.30634,-0.43127
2335000,-0.15641,-0.23611,-0.30634,-0.43127
2336000,-0.15641,-0.23611,-0.30634,-0.43127
2337000,-0.15641,-0.23611,-0.30634,-0.43127
2338000,-0.15641,-0.23611,-0.30634,-0.43127
2339000,-0.15641,-0.23611,-0.30634,-0.43127
2340000,-0.15641,-0.23611,-0.30634,-0.43127
2341000,-0.15641,-0.23611,-0.30634,-0.43127
2342000,-0.15641,-0.23611,-0.30634,-0.43127
2343000,-0.15641,-0.23611,-0.30631,-0.43127
2344000,-0.15641,-0.23611,-0.30631,-0.43127
2345000,-0.15641,-0.23611,-0.30631,-0.43127
2346000,-0.15641,-0.23611,-0.30631,-0.43127
2347000,-0.15641,-0.23611,-0.30631,-0.43127
2348000,-0.15641,-0.23611,-0.30631,-0.43127
2349000,-0.15641,-0.23611,-0.30631,-0.43127
2350000,-0.15641,-0.23611,-0.30631,-0.43127
2351000,-0.15641,-0.23611,-0.30631,-0.43127
2352000,-0.15641,-0.23611,-0.30631,-0.43127
2353000,-0.15641,-0.23611,-0.30631,-0.43127
2354000,-0.15641,-0.23611,-0.30631,-0.43127
2355000,-0.15641,-0.23611,-0.30631,-0.43127
2356000,-0.15641,-0.23611,-0.30628,-0.43127
2357000,-0.15641,-0.23611,-0.30628,-0.43127
2358000,-0.15641,-0.23611,-0.30628,-0.43127
2359000,-0.15641,-0.23611,-0.30628,-0.43127
2360000,-0.15641,-0.23611,-0.30628,-0.43127
2361000,-0.15641,-0.23611,-0.30628,-0.43127
2362000,-0.15641,-0.23611,-0.30628,-0.43127
2363000,-0.15641,-0.23611,-0.30628,-0.43127
2364000,-0.15641,-0.23611,-0.30628,-0.43127
2365000,-0.15641,-0.23611,-0.30628,-0.43127
2366000,-0.15641,-0.23611,-0.30628,-0.43127
2367000,-0.15641,-0.23611,-0.30625,-0.43123
2368000,-0.15641,-0.23611,-0.30625,-0.43123
2369000,-0.15641,-0.23611,-0.30625,-0.43123
2370000,-0.15641,-0.23611,-0.30622,-0.43123
2371000,-0.15641,-0.23611,-0.30622,-0.43123
2372000,-0.15641,-0.23611,-0.30622,-0.43123
2373000,-0.15641,-0.23611,-0.30622,-0.43123
2374000,-0.15641,-0.23611,-0.30622,-0.43123
2375000,-0.15641,-0.23611,-0.30622,-0.43123
2376000,-0.15641,-0.23611,-0.30622,-0.43123
2377000,-0.15641,-0.23611,-0.30622,-0.43123
2378000,-0.15641,-0.23611,-0.30622,-0.43123
2379000,-0.15641,-0.23611,-0.30622,-0.43123
2380000,-0.15641,-0.23611,-0.30622,-0.43123
2381000,-0.15641,-0.23611,-0.30622,-0.43123
2382000,-0.15641,-0.23611,-0.30622,-0.43123
2383000,-0.15641,-0.23611,-0.30622,-0.43123
2384000,-0.15641,-0.23611,-0.30622,-0.43123
2385000,-0.15641,-0.23611,-0.30622,-0.43123
2386000,-0.15641,-0.23611,-0.30622,-0.43123
2387000,-0.15641,-0.23611,-0.30622,-0.43123
2388000,-0.15641,-0.23611,-0.30622,-0.43123
2389000,-0.15641,-0.23611,-0.30622,-0.43123
2390000,-0.15641,-0.23611,-0.30622,-0.43123
2391000,-0.15641,-0.23611,-0.30622,-0.43123
2392000,-0.15641,-0.23611,-0.30622,-0.43123
2393000,-0.15641,-0.23611,-0.30622,-0.43123
2394000,-0.15641,-0.23611,-0.30622,-0.43123
2395000,-0.15641,-0.23611,-0.30622,-0.43123
2396000,-0.15641,-0.23611,-0.30622,-0.43123
2397000,-0.15641,-0.23611,-0.30622,-0.43123
2398000,-0.15641,-0.23611,-0.30622,-0.43123
2399000,-0.15641,-0.23611,-0.30622,-0.43123
2400000,-0.15641,-0.23611,-0.30622,-0.43123
2401000,-0.15641,-0.23611,-0.30622,-0.43123
2402000,-0.15641,-0.23611,-0.30622,-0.43123
2403000,-0.15641,-0.23611,-0.30622,-0.43123
2404000,-0.15641,-0.23611,-0.30622,-0.43123
2405000,-0.15641,-0.23611,-0.30622,-0.43123
2406000,-0.15641,-0.23611,-0.30622,-0.43123
2407000,-0.15641,-0.23611,-0.30622,-0.43123
2408000,-0.15641,-0.23611,-0.30622,-0.43123
2409000,-0.15641,-0.23611,-0.30622,-0.43123
2410000,-0.15641,-0.23611,-0.30622,-0.43123
2411000,-0.15641,-0.23611,-0.30622,-0.43123
2412000,-0.15641,-0.23611,-0.30622,-0.43123
2413000,-0.15641,-0.23611,-0.30622,-0.43123
2414000,-0.15641,-0.23611,-0.30622,-0.43123
2415000,-0.15641,-0.23611,-0.30622,-0.43123
2416000,-0.15641,-0.23611,-0.30622,-0.43123
2417000,-0.15641,-0.23611,-0.30622,-0.43123
2418000,-0.15641,-0.23611,-0.30622,-0.43123
2419000,-0.15641,-0.23611,-0.30622,-0.43123
2420000,-0.15641,-0.23611,-0.30622,-0.43123
2421000,-0.15641,-0.23611,-0.30622,-0.43123
2422000,-0.15641,-0.23611,-0.30622,-0.43123
2423000,-0.15641,-0.23611,-0.30622,-0.43123
2424000,-0.15641,-0.23611,-0.30622,-0.43123
2425000,-0.15641,-0.23611,-0.30622,-0.43123
2426000,-0.15641,-0.23611,-0.30622,-0.43123
2427000,-0.15641,-0.23611,-0.30622,-0.43123
2428000,-0.15641,-0.23611,-0.30622,-0.43123
2429000,-0.15641,-0.23611,-0.30622,-0.43123
2430000,-0.15641,-0.23611,-0.30622,-0.43123
2431000,-0.15641,-0.23611,-0.30622,-0.43123
2432000,-0.15641,-0.23611,-0.30622,-0.43123
2433000,-0.15641,-0.23611,-0.30622,-0.43123
2434000,-0.15641,-0.23611,-0.30622,-0.43119
2435000,-0.15641,-0.23611,-0.30622,-0.43119
2436000,-0.15641,-0.23611,-0.30622,-0.43119
2437000,-0.15641,-0.23611,-0.30622,-0.43119
2438000,-0.15641,-0.23611,-0.30622,-0.43119
2439000,-0.15641,-0.23611,-0.30622,-0.43119
2440000,-0.15641,-0.23611,-0.30622,-0.43119
2441000,-0.15641,-0.23611,-0.30622,-0.43119
2442000,-0.15641,-0.23611,-0.30622,-0.43119
2443000,-0.15641,-0.23611,-0.30622,-0.43119
2444000,-0.15641,-0.23611,-0.30622,-0.43119
2445000,-0.15641,-0.23611,-0.30622,-0.43119
2446000,-0.15641,-0.23611,-0.30622,-0.43119
2447000,-0.15641,-0.23611,-0.30622,-0.43119
2448000,-0.15641,-0.23611,-0.30622,-0.43119
2449000,-0.15641,-0.23611,-0.30622,-0.43115
2450000,-0.15641,-0.23611,-0.30622,-0.43115
2451000,-0.15641,-0.23611,-0.30622,-0.43115
2452000,-0.15641,-0.23611,-0.30622,-0.43115
2453000,-0.15641,-0.23611,-0.30622,-0.43115
2454000,-0.15641,-0.23611,-0.30622,-0.43115
2455000,-0.15641,-0.23611,-0.30622,-0.43115
2456000,-0.15641,-0.23611,-0.30622,-0.43115
2457000,-0.15641,-0.23611,-0.30622,-0.43115
2458000,-0.15641,-0.23611,-0.30622,-0.43115
2459000,-0.15641,-0.23611,-0.30622,-0.43115
2460000,-0.15641,-0.23611,-0.30622,-0.43115
2461000,-0.15641,-0.23611,-0.30622,-0.43115
2462000,-0.15641,-0.23611,-0.30622,-0.43115
2463000,-0.15641,-0.23611,-0.30622,-0.43115
2464000,-0.15641,-0.23611,-0.30622,-0.43115
2465000,-0.15641,-0.23611,-0.30622,-0.43115
2466000,-0.15641,-0.23611,-0.30622,-0.43115
2467000,-0.15641,-0.23611,-0.30622,-0.43115
2468000,-0.15641,-0.23611,-0.30622,-0.43115
2469000,-0.15641,-0.23611,-0.30622,-0.43115
2470000,-0.15641,-0.23611,-0.30622,-0.43115
2471000,-0.15641,-0.23611,-0.30622,-0.43115
2472000,-0.15641,-0.23611,-0.30622,-0.43115
2473000,-0.15641,-0.23611,-0.30622,-0.43115
2474000,-0.15641,-0.23611,-0.30622,-0.43115
2475000,-0.15641,-0.23611,-0.30622,-0.43115
2476000,-0.15641,-0.23611,-0.30622,-0.43115
2477000,-0.15641,-0.23611,-0.30622,-0.43115
2478000,-0.15641,-0.23611,-0.30622,-0.43115
2479000,-0.15641,-0.23611,-0.30622,-0.43115
2480000,-0.15641,-0.23611,-0.30622,-0.43115
2481000,-0.15641,-0.23611,-0.30622,-0.43115
2482000,-0.15641,-0.23611,-0.30622,-0.43115
2483000,-0.15641,-0.23611,-0.30622,-0.43115
2484000,-0.15641,-0.23611,-0.30622,-0.43115
2485000,-0.15641,-0.23611,-0.30622,-0.43115
2486000,-0.15641,-0.23611,-0.30622,-0.43115
2487000,-0.15641,-0.23611,-0.30622,-0.43115
2488000,-0.15641,-0.23611,-0.30622,-0.43115
2489000,-0.15641,-0.23611,-0.30622,-0.43115
2490000,-0.15641,-0.23611,-0.30622,-0.43115
2491000,-0.15641,-0.23611,-0.30622,-0.43115
2492000,-0.15641,-0.23611,-0.30622,-0.43115
2493000,-0.15641,-0.23611,-0.30622,-0.43115
2494000,-0.15641,-0.23611,-0.30622,-0.43115
2495000,-0.15641,-0.23611,-0.30622,-0.43115
2496000,-0.15641,-0.23611,-0.30622,-0.43115
2497000,-0.15641,-0.23611,-0.30622,-0.43115
2498000,-0.15641,-0.23611,-0.30622,-0.43115
2499000,-0.15641,-0.23611,-0.30622,-0.43115
2500000,-0.15641,-0.23611,-0.30622,-0.43115
2501000,-0.15641,-0.23611,-0.30622,-0.43115
2502000,-0.15641,-0.23611,-0.30622,-0.43115
2503000,-0.15641,-0.23611,-0.30622,-0.43115
2504000,-0.15641,-0.23611,-0.30622,-0.43115
2505000,-0.15641,-0.23611,-0.30622,-0.43115
2506000,-0.15641,-0.23611,-0.30622,-0.43115
2507000,-0.15641,-0.23611,-0.30622,-0.43115
2508000,-0.15641,-0.23611,-0.30622,-0.43115
2509000,-0.15641,-0.23611,-0.30622,-0.43115
2510000,-0.15641,-0.23611,-0.30622,-0.43115
2511000,-0.15641,-0.23611,-0.30622,-0.43115
2512000,-0.15641,-0.23611,-0.30622,-0.43115
2513000,-0.15641,-0.23611,-0.30622,-0.43115
2514000,-0.15641,-0.23611,-0.30622,-0.43115
2515000,-0.15641,-0.23611,-0.30622,-0.43115
2516000,-0.15641,-0.23611,-0.30620,-0.43115
2517000,-0.15641,-0.23611,-0.30620,-0.43115
2518000,-0.15641,-0.23611,-0.30620,-0.43115
2519000,-0.15641,-0.23611,-0.30620,-0.43115
2520000,-0.15641,-0.23611,-0.30620,-0.43115
2521000,-0.15641,-0.23611,-0.30620,-0.43115
2522000,-0.15641,-0.23611,-0.30620,-0.43115
2523000,-0.15641,-0.23611,-0.30620,-0.43115
2524000,-0.15641,-0.23611,-0.30620,-0.43115
2525000,-0.15641,-0.23611,-0.30620,-0.43115
2526000,-0.15641,-0.23611,-0.30620,-0.43115
2527000,-0.15641,-0.23611,-0.30620,-0.43115
2528000,-0.15641,-0.23611,-0.30620,-0.43115
2529000,-0.15641,-0.23611,-0.30620,-0.43115
2530000,-0.15641,-0.23611,-0.30620,-0.43115
2531000,-0.15641,-0.23611,-0.30620,-0.43111
2532000,-0.15641,-0.23611,-0.30617,-0.43111
2533000,-0.15641,-0.23611,-0.30617,-0.43111
2534000,-0.15641,-0.23611,-0.30617,-0.43111
2535000,-0.15641,-0.23611,-0.30617,-0.43111
2536000,-0.15641,-0.23611,-0.30617,-0.43111
2537000,-0.15641,-0.23611,-0.30617,-0.43111
2538000,-0.15641,-0.23611,-0.30617,-0.43111
2539000,-0.15641,-0.23611,-0.30617,-0.43111
2540000,-0.15641,-0.23611,-0.30617,-0.43111
2541000,-0.15641,-0.23611,-0.30617,-0.43111
2542000,-0.15641,-0.23611,-0.30617,-0.43111
2543000,-0.15641,-0.23611,-0.30617,-0.43111
2544000,-0.15641,-0.23611,-0.30617,-0.43111
2545000,-0.15641,-0.23611,-0.30617,-0.43111
2546000,-0.15641,-0.23611,-0.30614,-0.43111
2547000,-0.15641,-0.23611,-0.30614,-0.43111
2548000,-0.15641,-0.23611,-0.30614,-0.43111
2549000,-0.15641,-0.23611,-0.30614,-0.43111
2550000,-0.15641,-0.23611,-0.30614,-0.43111
2551000,-0.15641,-0.23611,-0.30614,-0.43111
2552000,-0.15641,-0.23611,-0.30614,-0.43111
2553000,-0.15641,-0.23611,-0.30614,-0.43111
2554000,-0.15641,-0.23611,-0.30614,-0.43111
2555000,-0.15641,-0.23611,-0.30614,-0.43111
2556000,-0.15641,-0.23611,-0.30614,-0.43111
2557000,-0.15641,-0.23611,-0.30614,-0.43111
2558000,-0.15641,-0.23611,-0.30614,-0.43111
2559000,-0.15641,-0.23611,-0.30614,-0.43111
2560000,-0.15641,-0.23611,-0.30614,-0.43111
2561000,-0.15641,-0.23611,-0.30614,-0.43111
2562000,-0.15641,-0.23611,-0.30614,-0.43111
2563000,-0.15641,-0.23611,-0.30614,-0.43111
2564000,-0.15641,-0.23611,-0.30614,-0.43111
2565000,-0.15641,-0.23611,-0.30614,-0.43111
2566000,-0.15641,-0.23611,-0.30614,-0.43111
2567000,-0.15641,-0.23611,-0.30614,-0.43111
2568000,-0.15641,-0.23611,-0.30614,-0.43111
2569000,-0.15641,-0.23611,-0.30614,-0.43111
2570000,-0.15641,-0.23611,-0.30614,-0.43111
2571000,-0.15641,-0.23611,-0.30614,-0.43111
2572000,-0.15641,-0.23611,-0.30614,-0.43111
2573000,-0.15641,-0.23611,-0.30614,-0.43111
2574000,-0.15641,-0.23611,-0.30614,-0.43111
2575000,-0.15641,-0.23611,-0.30614,-0.43111
2576000,-0.15641,-0.23611,-0.30614,-0.43111
2577000,-0.15641,-0.23611,-0.30614,-0.43111
2578000,-0.15641,-0.23611,-0.30614,-0.43111
2579000,-0.15641,-0.23611,-0.30614,-0.43111
2580000,-0.15641,-0.23611,-0.30614,-0.43111
2581000,-0.15641,-0.23611,-0.30614,-0.43111
2582000,-0.15641,-0.23611,-0.30614,-0.43111
2583000,-0.15641,-0.23611,-0.30614,-0.43111
2584000,-0.15641,-0.23611,-0.30614,-0.43111
2585000,-0.15641,-0.23611,-0.30614,-0.43111
2586000,-0.15641,-0.23611,-0.30614,-0.43111
2587000,-0.15641,-0.23611,-0.30614,-0.43111
2588000,-0.15641,-0.23611,-0.30614,-0.43111
2589000,-0.15641,-0.23611,-0.30614,-0.43111
2590000,-0.15641,-0.23611,-0.30614,-0.43111
2591000,-0.15641,-0.23611,-0.30614,-0.43111
2592000,-0.15641,-0.23611,-0.30614,-0.43111
2593000,-0.15641,-0.23611,-0.30614,-0.43111
2594000,-0.15641,-0.23611,-0.30614,-0.43111
2595000,-0.15641,-0.23611,-0.30614,-0.43111
2596000,-0.15641,-0.23611,-0.30614,-0.43111
2597000,-0.15641,-0.23611,-0.30614,-0.43111
2598000,-0.15641,-0.23611,-0.30614,-0.43111
2599000,-0.15641,-0.23611,-0.30614,-0.43111
2600000,-0.15641,-0.23611,-0.30614,-0.43111
2601000,-0.15641,-0.23611,-0.30614,-0.43111
2602000,-0.15641,-0.23611,-0.30614,-0.43111
2603000,-0.15641,-0.23611,-0.30614,-0.43111
2604000,-0.15641,-0.23611,-0.30611,-0.43111
2605000,-0.15641,-0.23611,-0.30611,-0.43111
2606000,-0.15641,-0.23611,-0.30611,-0.43111
2607000,-0.15641,-0.23611,-0.30611,-0.43111
2608000,-0.15641,-0.23611,-0.30611,-0.43111
2609000,-0.15641,-0.23611,-0.30611,-0.43111
2610000,-0.15641,-0.23611,-0.30611,-0.43111
2611000,-0.15641,-0.23611,-0.30611,-0.43111
2612000,-0.15641,-0.23611,-0.30611,-0.43111
2613000,-0.15641,-0.23611,-0.30611,-0.43111
2614000,-0.15641,-0.23611,-0.30611,-0.43111
2615000,-0.15641,-0.23611,-0.30611,-0.43111
2616000,-0.15641,-0.23611,-0.30611,-0.43111
2617000,-0.15641,-0.23611,-0.30611,-0.43111
2618000,-0.15641,-0.23611,-0.30611,-0.43111
2619000,-0.15641,-0.23611,-0.30611,-0.43111
2620000,-0.15641,-0.23611,-0.30611,-0.43111
2621000,-0.15641,-0.23611,-0.30611,-0.43111
2622000,-0.15641,-0.23611,-0.30611,-0.43111
2623000,-0.15641,-0.23611,-0.30611,-0.43111
2624000,-0.15641,-0.23611,-0.30611,-0.43111
2625000,-0.15641,-0.23611,-0.30611,-0.43111
2626000,-0.15641,-0.23611,-0.30611,-0.43111
2627000,-0.15641,-0.23611,-0.30611,-0.43111
2628000,-0.15641,-0.23611,-0.30611,-0.43111
2629000,-0.15641,-0.23611,-0.30611,-0.43111
2630000,-0.15641,-0.23611,-0.30611,-0.43111
2631000,-0.15641,-0.23611,-0.30611,-0.43111
2632000,-0.15641,-0.23611,-0.30611,-0.43111
2633000,-0.15641,-0.23611,-0.30611,-0.43111
2634000,-0.15641,-0.23611,-0.30611,-0.43111
2635000,-0.15641,-0.23611,-0.30611,-0.43111
2636000,-0.15641,-0.23611,-0.30611,-0.43111
2637000,-0.15641,-0.23611,-0.30611,-0.43111
2638000,-0.15641,-0.23611,-0.30611,-0.43111
2639000,-0.15641,-0.23611,-0.30611,-0.43111
2640000,-0.15641,-0.23611,-0.30611,-0.43111
2641000,-0.15641,-0.23611,-0.30611,-0.43111
2642000,-0.15641,-0.23611,-0.30611,-0.43111
2643000,-0.15641,-0.23611,-0.30611,-0.43111
2644000,-0.15641,-0.23611,-0.30611,-0.43111
2645000,-0.15641,-0.23611,-0.30611,-0.43111
2646000,-0.15641,-0.23611,-0.30611,-0.43111
2647000,-0.15641,-0.23611,-0.30611,-0.43111
2648000,-0.15641,-0.23611,-0.30611,-0.43111
2649000,-0.15641,-0.23611,-0.30611,-0.43111
2650000,-0.15641,-0.23611,-0.30611,-0.43111
2651000,-0.15641,-0.23611,-0.30611,-0.43111
2652000,-0.15641,-0.23611,-0.30611,-0.43111
2653000,-0.15641,-0.23611,-0.30611,-0.43111
2654000,-0.15641,-0.23611,-0.30611,-0.43111
2655000,-0.15641,-0.23611,-0.30611,-0.43111
2656000,-0.15641,-0.23611,-0.30611,-0.43111
2657000,-0.15641,-0.23611,-0.30611,-0.43111
2658000,-0.15641,-0.23611,-0.30611,-0.43111
2659000,-0.15641,-0.23611,-0.30611,-0.43108
2660000,-0.15641,-0.23611,-0.30611,-0.43108
2661000,-0.15641,-0.23611,-0.30611,-0.43108
2662000,-0.15641,-0.23611,-0.30611,-0.43108
2663000,-0.15641,-0.23611,-0.30611,-0.43108
2664000,-0.15641,-0.23611,-0.30611,-0.43108
2665000,-0.15641,-0.23611,-0.30611,-0.43108
2666000,-0.15641,-0.23611,-0.30611,-0.43108
2667000,-0.15641,-0.23611,-0.30611,-0.43108
2668000,-0.15641,-0.23611,-0.30611,-0.43108
2669000,-0.15641,-0.23611,-0.30611,-0.43108
2670000,-0.15641,-0.23611,-0.30611,-0.43108
2671000,-0.15641,-0.23611,-0.30611,-0.43108
2672000,-0.15641,-0.23611,-0.30611,-0.43108
2673000,-0.15641,-0.23611,-0.30611,-0.43108
2674000,-0.15641,-0.23611,-0.30611,-0.43108
2675000,-0.15641,-0.23611,-0.30611,-0.43108
2676000,-0.15641,-0.23611,-0.30611,-0.43108
2677000,-0.15641,-0.23611,-0.30611,-0.43108
2678000,-0.15641,-0.23611,-0.30611,-0.43108
2679000,-0.15641,-0.23611,-0.30611,-0.43108
2680000,-0.15641,-0.23611,-0.30611,-0.43108
2681000,-0.15641,-0.23611,-0.30608,-0.43108
2682000,-0.15641,-0.23611,-0.30608,-0.43108
2683000,-0.15641,-0.23611,-0.30608,-0.43108
2684000,-0.15641,-0.23611,-0.30608,-0.43108
2685000,-0.15641,-0.23611,-0.30608,-0.43108
2686000,-0.15641,-0.23609,-0.30608,-0.43108
2687000,-0.15641,-0.23609,-0.30608,-0.43108
2688000,-0.15641,-0.23609,-0.30608,-0.43104
2689000,-0.15641,-0.23609,-0.30608,-0.43104
2690000,-0.15641,-0.23609,-0.30608,-0.43104
2691000,-0.15641,-0.23609,-0.30608,-0.43104
2692000,-0.15641,-0.23609,-0.30608,-0.43104
2693000,-0.15641,-0.23609,-0.30608,-0.43104
2694000,-0.15641,-0.23609,-0.30608,-0.43104
2695000,-0.15641,-0.23609,-0.30608,-0.43104
2696000,-0.15641,-0.23609,-0.30608,-0.43104
2697000,-0.15641,-0.23609,-0.30608,-0.43104
2698000,-0.15641,-0.23609,-0.30608,-0.43104
2699000,-0.15641,-0.23609,-0.30608,-0.43104
2700000,-0.15641,-0.23609,-0.30608,-0.43104
2701000,-0.15641,-0.23609,-0.30608,-0.43104
2702000,-0.15641,-0.23609,-0.30608,-0.43104
2703000,-0.15641,-0.23609,-0.30608,-0.43104
2704000,-0.15641,-0.23609,-0.30608,-0.43104
2705000,-0.15641,-0.23609,-0.30608,-0.43104
2706000,-0.15641,-0.23609,-0.30608,-0.43104
2707000,-0.15641,-0.23609,-0.30608,-0.43104
2708000,-0.15641,-0.23609,-0.30608,-0.43104
2709000,-0.15641,-0.23609,-0.30608,-0.43104
2710000,-0.15641,-0.23609,-0.30608,-0.43104
2711000,-0.15641,-0.23609,-0.30608,-0.43104
2712000,-0.15641,-0.23609,-0.30608,-0.43104
2713000,-0.15641,-0.23609,-0.30608,-0.43104
2714000,-0.15641,-0.23609,-0.30608,-0.43104
2715000,-0.15641,-0.23609,-0.30608,-0.43104
2716000,-0.15641,-0.23609,-0.30608,-0.43104
2717000,-0.15641,-0.23609,-0.30608,-0.43104
2718000,-0.15641,-0.23609,-0.30608,-0.43104
2719000,-0.15641,-0.23609,-0.30608,-0.43104
2720000,-0.15641,-0.23609,-0.30608,-0.43104
2721000,-0.15641,-0.23609,-0.30605,-0.43104
2722000,-0.15641,-0.23609,-0.30605,-0.43104
2723000,-0.15641,-0.23609,-0.30605,-0.43104
2724000,-0.15641,-0.23609,-0.30605,-0.43104
2725000,-0.15641,-0.23609,-0.30605,-0.43104
2726000,-0.15641,-0.23609,-0.30605,-0.43104
2727000,-0.15641,-0.23609,-0.30605,-0.43104
2728000,-0.15641,-0.23609,-0.30605,-0.43104
2729000,-0.15641,-0.23609,-0.30605,-0.43104
2730000,-0.15641,-0.23609,-0.30605,-0.43104
2731000,-0.15641,-0.23609,-0.30605,-0.43104
2732000,-0.15641,-0.23609,-0.30605,-0.43104
2733000,-0.15641,-0.23609,-0.30605,-0.43104
2734000,-0.15641,-0.23609,-0.30605,-0.43104
2735000,-0.15641,-0.23609,-0.30605,-0.43104
2736000,-0.15641,-0.23609,-0.30605,-0.43104
2737000,-0.15641,-0.23609,-0.30605,-0.43104
2738000,-0.15641,-0.23609,-0.30605,-0.43104
2739000,-0.15641,-0.23609,-0.30605,-0.43104
2740000,-0.15641,-0.23609,-0.30605,-0.43104
2741000,-0.15641,-0.23609,-0.30605,-0.43104
2742000,-0.15641,-0.23609,-0.30605,-0.43100
2743000,-0.15641,-0.23609,-0.30605,-0.43100
2744000,-0.15641,-0.23609,-0.30605,-0.43096
2745000,-0.15641,-0.23609,-0.30605,-0.43096
2746000,-0.15641,-0.23609,-0.30605,-0.43096
2747000,-0.15641,-0.23609,-0.30605,-0.43096
2748000,-0.15641,-0.23609,-0.30605,-0.43096
2749000,-0.15641,-0.23609,-0.30605,-0.43096
2750000,-0.15641,-0.23609,-0.30605,-0.43096
2751000,-0.15641,-0.23609,-0.30605,-0.43096
2752000,-0.15641,-0.23609,-0.30605,-0.43096
2753000,-0.15641,-0.23609,-0.30605,-0.43096
2754000,-0.15641,-0.23609,-0.30605,-0.43096
2755000,-0.15641,-0.23609,-0.30605,-0.43096
2756000,-0.15641,-0.23609,-0.30605,-0.43096
2757000,-0.15641,-0.23609,-0.30605,-0.43096
2758000,-0.15641,-0.23609,-0.30605,-0.43096
2759000,-0.15641,-0.23609,-0.30605,-0.43096
2760000,-0.15641,-0.23609,-0.30605,-0.43096
2761000,-0.15641,-0.23609,-0.30605,-0.43096
2762000,-0.15641,-0.23609,-0.30605,-0.43096
2763000,-0.15641,-0.23609,-0.30605,-0.43096
2764000,-0.15641,-0.23609,-0.30605,-0.43096
2765000,-0.15641,-0.23609,-0.30605,-0.43096
2766000,-0.15641,-0.23609,-0.30605,-0.43096
2767000,-0.15641,-0.23609,-0.30605,-0.43096
